x,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
716,8,LPS Lateral Gate,1001795039,,1273911268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206937,-122.868615
717,3,Gate,1001157903,,1728510427,350,Ductile Iron,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20160811,1,49.191517,-122.74315
718,3,Gate,1001147451,,1471603526,150,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066776,-122.814548
719,8,LPS Lateral Gate,1002183886,,1289011308,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.207659,-122.864459
720,0,Ball,1000141352,28104,1253611533,75,Ductile Iron,0.73,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,0,49.211746,-122.874229
721,8,LPS Lateral Gate,1002183900,,1602900805,50,,,In Service,7815-0450-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190506,,1,49.017464,-122.778622
722,3,Gate,1001936924,,1365510214,150,Ductile Iron,,In Service,4796-3010-00,1996,Surrey,,For Air Valve Assembly - FT02465,Final AB,,,,,,,,,,,,,,,,20170621,20170621,1,49.18784,-122.843401
723,3,Gate,1001410580,,1237611273,75,,0.28,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.20705,-122.87864
724,3,Gate,1001810740,,1193410612,100,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195102,-122.890885
725,3,Gate,1000141265,23150,1718708698,150,PVC Plastic,,In Service,4701-501,2002,Surrey,,FLUSH POINT AND VALVE,Final AB,,,,,,,,,,,,,,,,20021007,,1,49.160236,-122.746009
726,3,Gate,1000141116,24704,1176910560,300,Ductile Iron,0.9,Abandoned,4798-503,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.19416,-122.895432
727,3,Gate,1002127980,,1429605418,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101035,-122.826004
728,3,Gate,1002201580,,1870002774,100,PVC Plastic,,Proposed,7816-0068-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20190808,20190816,0,49.05293,-122.7049
729,2,Expansion Joint,1001793988,,1298211636,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20150313,1,49.21359,-122.861884
730,3,Gate,1001794906,,1277711268,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206948,-122.867576
731,2,Expansion Joint,1001793547,,1290511630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,,1,49.213495,-122.864036
732,3,Gate,1001150948,,1197310226,350,Ductile Iron,2.15,In Service,4707-6100-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100223,20110214,1,49.188111,-122.889837
733,0,Ball,1000141349,28083,1265111383,75,Ductile Iron,0.6,Abandoned,4515,1977,Surrey,,LINE BW-A,Final AB,,,,,,,,,,,,,,,,20051122,20160708,0,49.209028,-122.871037
734,3,Gate,1001794174,,1278711220,75,Cast Iron,1.81,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20141031,1,49.206073,-122.867296
735,3,Gate,1000141302,23788,1509307447,100,Ductile Iron,14,In Service,7887-5460,1992,Surrey,,IN VALVE CHAMBER,Final AB,,,,,,,,,,,,,,,,20030623,,1,49.137706,-122.803895
736,2,Expansion Joint,1001699741,,1220111307,100,,,In Service,4711-9020-00,2013,Surrey,,EEBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20141028,1,49.207673,-122.88349
737,0,Ball,1000141182,27539,1224110817,150,Ductile Iron,0.26,In Service,C-4122,1995,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051030,20150313,1,49.198773,-122.882408
738,3,Gate,1001435403,,1306105361,300,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180816,20180816,1,49.100052,-122.86004
739,3,Gate,1000141229,21724,1195610582,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.194544,-122.890273
740,8,LPS Lateral Gate,1001792931,,1233311503,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211205,-122.879842
741,3,Gate,1002159760,,1878902773,150,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190307,20190307,1,49.052908,-122.702467
742,8,LPS Lateral Gate,1001792646,,1217511261,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206827,-122.884193
743,2,Expansion Joint,1000795262,,1919205090,250,Ductile Iron,2.91,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20060803,1,49.094803,-122.691115
744,0,Ball,1001077656,,1172710211,150,Steel,1.62,In Service,7805-0269-00,2006,Surrey,,3 ball valves,Final AB,,,,,,,,,,,,,,,,20090109,20140528,1,49.187854,-122.896626
745,3,Gate,1001421077,,1878703065,150,Clay Tile,42.21,In Service,7809-0065-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120809,20121207,1,49.058201,-122.702483
746,3,Gate,1001795744,,1278811308,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20160708,1,49.207673,-122.86727
747,8,LPS Lateral Gate,1001793034,,1237411532,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211739,-122.878687
748,3,Gate,1000848369,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.14157,-122.776484
749,3,Gate,1000823990,,1645409358,75,Ductile Iron,,In Service,7803-0162-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070501,20140320,1,49.172223,-122.766197
750,8,LPS Lateral Gate,1001793625,,1310611631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213497,-122.858463
751,0,Ball,1000141372,28202,1277611541,75,PVC Plastic,0.11,Abandoned,4515,1978,Surrey,,LINE BE-F,Final AB,,,,,,,,,,,,,,,,20051128,20190426,0,49.211872,-122.867594
752,3,Gate,1001810340,,1171910689,250,Cast Iron,-0.79,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.196498,-122.89682
753,2,Expansion Joint,1001793581,,1302611630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,,1,49.213488,-122.860686
754,3,Gate,1002159496,,1878902573,100,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190306,20191023,1,49.049287,-122.70247
755,8,LPS Lateral Gate,1001795049,,1274911268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206937,-122.868346
756,8,LPS Lateral Gate,1001793327,,1259211629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213484,-122.872665
757,3,Gate,1000141124,21747,1194610421,150,Ductile Iron,,In Service,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,,1,49.191638,-122.890552
758,2,Expansion Joint,1001795838,,1308611536,150,Polyethylene,1.72,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211782,-122.859043
759,3,Gate,1001152614,,1399703558,150,Ductile Iron,,In Service,S-535,1986,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100315,20100315,1,49.067376,-122.834343
760,3,Gate,1002159464,,1879002426,75,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190306,20190306,1,49.046626,-122.702467
761,3,Gate,1000818854,,1388303503,100,,,In Service,7891-0415-00,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070215,20070215,1,49.066384,-122.837501
762,3,Gate,1000141397,21712,1353803306,50,Ductile Iron,3.7,In Service,4797-9020-00,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011019,20120507,1,49.062843,-122.847004
763,3,Gate,1001435487,,1325105446,200,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121004,20180816,1,49.101573,-122.854784
764,8,LPS Lateral Gate,1001794062,,1228411325,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.207987,-122.881178
765,2,Expansion Joint,1001161179,,1838904598,550,,0.41,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20100520,1,49.085964,-122.713278
766,3,Gate,1000824659,,1702107965,,,,In Service,7805-0046-00,,,,,Final AB,,,,,,,,,,,,,,,,20070507,20151201,1,49.146976,-122.750677
767,3,Gate,1000141117,24705,1177210562,300,Ductile Iron,0.88,Abandoned,4798-503,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.194186,-122.895366
768,3,Gate,1000141231,22440,1148010432,250,Ductile Iron,,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.19184,-122.903412
769,8,LPS Lateral Gate,1001794997,,1270811268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206951,-122.869489
770,3,Gate,1002127919,,1407205428,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101223,-122.83218
771,3,Gate,1001793367,,1278511630,150,Cast Iron,-0.94,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213501,-122.867342
772,3,Gate,1000141412,22935,1756806810,250,Clay Tile,,In Service,7898-0162-00,2001,Surrey,,PLUG VALVE,Final AB,,,,,,,,,,,,,,,,20020705,,1,49.126039,-122.735694
773,3,Gate,1000824683,,1439107896,150,,,In Service,4703-1180-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070508,20070508,1,49.145861,-122.823231
774,8,LPS Lateral Gate,1001795870,,1307611585,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141104,20160708,1,49.212676,-122.859305
775,8,LPS Lateral Gate,1001792804,,1230311482,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.210825,-122.880667
776,3,Gate,1001130201,,1513211620,150,Ductile Iron,4.27,In Service,S-3038,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090813,20150314,1,49.213225,-122.802517
777,2,Expansion Joint,1001793308,,1263611629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.21348,-122.871465
778,3,Gate,1001204740,,1234910975,150,,,In Service,F/T (SEE S-010-102),1996,Surrey,,As Per Survey 03/17/11,Final AB,,,,,,,,,,,,,,,,20110721,20110721,1,49.201648,-122.879415
779,2,Expansion Joint,1001897220,,1283511586,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.212693,-122.865963
780,3,Gate,1001936645,,1642001571,300,Steel,,In Service,4706-4530-00,2016,Surrey,,Isolation Valve - 600 X 300 Reducers on each side,Final AB,,,,,,,,,,,,,,,,20170620,20170620,1,49.031316,-122.767792
781,0,Ball,1001140657,,1238311505,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.21124,-122.878459
782,0,Ball,1000141275,27704,1288811541,150,Ductile Iron,1.21,Abandoned,7899-0159-00,2002,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051105,20190503,0,49.211869,-122.864499
783,3,Gate,1000141122,21745,1194710417,150,Ductile Iron,,Abandoned,S-757,1989,Surrey,,,Final AB,,,,,,,,,,,,,,,,20011026,20160708,1,49.191564,-122.890521
784,3,Gate,1001897305,,1285511258,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,20190506,1,49.206757,-122.865417
785,3,Gate,1001793484,,1298211630,150,Cast Iron,0.6,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213488,-122.8619
786,8,LPS Lateral Gate,1002183469,,1288411560,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212217,-122.864597
787,3,Gate,1001793218,,1246711581,150,Cast Iron,0.09,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.21261,-122.876129
788,3,Gate,1001699690,,1210111253,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206689,-122.886259
789,2,Expansion Joint,1001794176,,1277811222,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20141031,1,49.206105,-122.867555
790,3,Gate,1000141382,28447,1768605604,400,Ductile Iron,0.01,In Service,7803-0474-00,2005,Surrey,,,Final AB,20060405,,,,,,,,,,,,,,,20060112,20120413,1,49.104207,-122.732544
791,0,Ball,1001077716,,1198810474,75,Steel,,In Service,7805-0051-00,2008,Private,,,Final AB,,,,,,,,,,,,,,,,20090113,20090814,1,49.192603,-122.889401
792,3,Gate,1001435569,,1339205478,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180817,20180817,1,49.102152,-122.850897
793,3,Gate,1001433485,,1604100759,450,Ductile Iron,0.07,In Service,4706-4550-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120913,20130219,1,49.016633,-122.778286
794,3,Gate,1001130238,,1542911506,200,Ductile Iron,,In Service,S-3038,2005,Surrey,Port Mann Landfill,,Final AB,,,,,,,,,,,,,,,,20090813,20100930,1,49.211136,-122.794309
795,0,Ball,1000141374,28213,1273311580,63,Ductile Iron,0.69,Abandoned,4515,1978,Surrey,,LINE BE-F,Final AB,,,,,,,,,,,,,,,,20051129,20160708,0,49.212595,-122.868778
796,3,Gate,1001603970,,1679811034,300,Ductile Iron,,In Service,FT00748,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130626,20141120,1,49.20253,-122.756539
797,0,Ball,1000141284,27721,1287711594,75,PVC Plastic,0.92,Abandoned,4515,1978,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051105,20160708,0,49.212842,-122.864806
798,3,Gate,1000141207,24610,1117309708,200,PVC Plastic,2.52,In Service,SF-2207,2000,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040212,,1,49.178745,-122.911926
799,2,Expansion Joint,1000795263,,1919305066,250,Ductile Iron,1.5,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20060803,1,49.094374,-122.691081
800,3,Gate,1002127928,,1393205428,250,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101221,-122.836027
801,3,Gate,1001972548,,1251911422,200,Ductile Iron,,In Service,4715-5380-00,2017,Surrey,Liverpool P.S.,Valve Actuator Chamber,Final AB,,,,,,,,,,,,,,,,20171222,20171222,1,49.209742,-122.874697
802,3,Gate,1001416778,,1295911307,125,Ductile Iron,3.1,In Service,4708-3140-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120628,20160708,1,49.207651,-122.86256
803,3,Gate,1001410844,,1251911421,150,,0.2,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120425,20171222,1,49.209719,-122.874706
804,3,Gate,1001556480,,1357305497,300,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121011,20180817,1,49.10248,-122.845927
805,8,LPS Lateral Gate,1001792860,,1232011494,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.211042,-122.880196
806,0,Ball,1001077655,,1170110179,150,Steel,1.45,In Service,7805-0269-00,2006,Surrey,,3 ball valves,Final AB,,,,,,,,,,,,,,,,20090109,20140528,1,49.187276,-122.897348
807,3,Gate,1001410399,,1242511276,150,,0.25,In Service,4706-4520-00,2012,Surrey,,Install in Summer 2012,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.207101,-122.877292
808,3,Gate,1000141381,26538,1520906333,250,Ductile Iron,,In Service,4703-5070-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050422,,1,49.117553,-122.800756
809,3,Gate,1001699674,,1213311374,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,,,,,,,,,,,,,,,,,20130827,20160708,1,49.208878,-122.885364
810,3,Gate,1001793548,,1288411630,150,Cast Iron,0.08,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213496,-122.86461
811,3,Gate,1000862111,,1899309852,400,Ductile Iron,6.16,In Service,4707-3120-00,2008,Surrey,,IN 2400 VALVE CHAMBER,Final AB,,,,,,,,,,,,,,,,20081103,20081222,1,49.180996,-122.69605
812,2,Expansion Joint,1001699745,,1224111384,100,,,In Service,4711-9020-00,2013,Surrey,,EEBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.209061,-122.882372
813,3,Gate,1001793585,,1308211630,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213485,-122.859139
814,3,Gate,1001203501,,1169110178,150,Ductile Iron,,In Service,7896-0001-00,2004,Private,,,Initial AB,,,,,,,,,,,,,,,,20110706,20151216,1,49.187246,-122.897603
815,3,Gate,1001130329,,1202810525,75,Ductile Iron,0.7,In Service,7805-0051-00,2008,Surrey,,Tapping Valve,Final AB,,,,,,,,,,,,,,,,20090814,20150213,1,49.193529,-122.8883
816,0,Ball,1000141365,28165,1277611423,150,Ductile Iron,0.61,Abandoned,4515,1977,Surrey,,,Final AB,,,,,,,,,,,,,,,,20051125,20190410,0,49.209738,-122.867596
817,3,Gate,1002254484,,1738310430,600,Ductile Iron,,Proposed,7818-0122-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20200623,20200623,0,49.191572,-122.740461
818,3,Gate,1001897288,,1285511545,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.211958,-122.865412
819,0,Ball,1000141276,27708,1287711549,75,Ductile Iron,1.02,Abandoned,4515,1978,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051105,20190503,0,49.21202,-122.864802
820,8,LPS Lateral Gate,1001699711,,1221811340,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208272,-122.883022
821,2,Expansion Joint,1001897205,,1267411427,200,,,In Service,4714-5340-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.209819,-122.870427
822,3,Gate,1000141305,24770,1762706877,250,Ductile Iron,2.6,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127238,-122.734067
823,8,LPS Lateral Gate,1001794163,,1275411222,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.206112,-122.868217
824,3,Gate,1001195907,,1697107817,50,Steel,,In Service,7806-0317-00,2010,Private,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.144304,-122.752064
825,3,Gate,1001408873,,1226411429,150,,0,In Service,4706-4520-00,2012,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209868,-122.88174
826,3,Gate,1001213558,,1278711206,50,,1.81,In Service,7802-0222-00,2011,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110920,20110920,1,49.205817,-122.867297
827,0,Ball,1000141321,27912,1238411331,75,Ductile Iron,0.74,Abandoned,4515,1977,Surrey,,LINE BW-F,Final AB,,,,,,,,,,,,,,,,20051115,20160708,0,49.208098,-122.878433
828,0,Ball,1001077653,,1169310178,150,Steel,1.82,In Service,7805-0269-00,2006,Surrey,,3 ball valves,Final AB,,,,,,,,,,,,,,,,20090109,20151216,1,49.187247,-122.897549
829,3,Gate,1001147450,,1471603526,200,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066782,-122.81454
830,3,Gate,1001936756,,1622801958,300,,,In Service,4706-4530-00,2016,Surrey,,Isolation Valve - 600 X 300 Reducers Each Side,Final AB,,,,,,,,,,,,,,,,20170620,20170620,1,49.038316,-122.77304
831,3,Gate,1001810820,,1204910959,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,,1,49.201365,-122.887707
832,2,Expansion Joint,1001794153,,1270711218,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20141031,1,49.206044,-122.869508
833,2,Expansion Joint,1001699757,,1215511332,100,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.208116,-122.884756
834,0,Ball,1000141351,28099,1253611574,75,Ductile Iron,0.59,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,0,49.212491,-122.874221
835,3,Gate,1000141115,24683,1184310665,300,Ductile Iron,0.71,Abandoned,4798-503,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.196058,-122.893399
836,0,Ball,1001213281,,1185110367,75,Steel,,In Service,7805-0143-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110916,20120228,1,49.190667,-122.893185
837,3,Gate,1000141188,22426,1136910139,250,Ductile Iron,,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.186559,-122.906499
838,2,Expansion Joint,1001810319,,1173510721,250,Polyethylene,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.197078,-122.896384
839,0,Ball,1000141197,27849,1237211270,75,PVC Plastic,0.57,Abandoned,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,20190410,0,49.206994,-122.87876
840,8,LPS Lateral Gate,1001795058,,1275611268,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206954,-122.868167
841,3,Gate,1000141247,24618,1123709968,600,Ductile Iron,1.58,In Service,SF-2207,2000,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040212,,1,49.183464,-122.910153
842,3,Gate,1001699693,,1215511330,100,Cast Iron,0.35,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.208091,-122.884763
843,3,Gate,1001185463,,1794705300,75,Ductile Iron,,In Service,4709-4010-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110105,20110105,1,49.098696,-122.725388
844,0,Ball,1000141358,28135,1279111462,150,PVC Plastic,0.34,Abandoned,4515,1978,Surrey,,LINE BE-A,Final AB,,,,,,,,,,,,,,,,20051124,20190429,0,49.210447,-122.86718
845,3,Gate,1001780644,,1878802878,150,Ductile Iron,41.96,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140912,20140912,1,49.05482,-122.702477
846,2,Expansion Joint,1001795877,,1308211629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,,1,49.213459,-122.859135
847,3,Gate,1001797598,,1612209992,300,Cast Iron,,In Service,4711-5060-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141120,20141120,1,49.183712,-122.775295
848,8,LPS Lateral Gate,1001793386,,1282311631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213507,-122.866295
849,3,Gate,1001811891,,1367911624,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213357,-122.842634
850,0,Ball,1001936970,,1294711504,200,,,In Service,,,Surrey,,FT02469 - Ball Valves in MH,,,,,,,,,,,,,,,,,20170621,20170621,1,49.211212,-122.862867
851,3,Gate,1000141119,21455,1288611208,100,PVC Plastic,,In Service,7893-0224-00,2000,Private,,,Final AB,,,,,,,,,,,,,,,,20010904,20120920,1,49.205844,-122.864558
852,3,Gate,1000141411,21756,1600701150,50,Ductile Iron,,In Service,4514,1979,Surrey,,AIR RELEASE VALVE & BOX,Final AB,,,,,,,,,,,,,,,,20011029,,1,49.023723,-122.779181
853,3,Gate,1001408899,,1230511429,75,,,In Service,4706-4520-00,2012,Surrey,,Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209868,-122.880602
854,3,Gate,1002224071,,1443003520,200,,,In Service,4796-5010-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20200213,20200213,1,49.066686,-122.822431
855,3,Gate,1001883970,,1318311408,150,Cast Iron,,Proposed,4714-4030-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20160720,20160720,0,49.209459,-122.856365
856,0,Ball,1000141217,27582,1230410840,100,Ductile Iron,0.79,In Service,4516,1978,Surrey,,LINE BSW-J,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.199204,-122.880642
857,2,Expansion Joint,1001897314,,1288111301,75,,,Proposed,4715-5070-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161118,20190506,0,49.207531,-122.864695
858,3,Gate,1001152615,,1399703558,200,Ductile Iron,,Abandoned,S-535,1986,Surrey,,CLOSED,Final AB,,,,,,,,,,,,,,,,20100315,20160708,0,49.067373,-122.834347
859,3,Gate,1001152621,,1399403553,200,Ductile Iron,,In Service,4706-4610-00,2009,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.0673,-122.834432
